"iteration","model","problem","condition","response","timestamp"
41,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:11"
42,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:11"
43,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","B","5/17/26 18:11"
44,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:11"
45,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:11"
46,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:11"
47,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:11"
48,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:11"
49,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:11"
50,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:11"
51,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:11"
52,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:11"
53,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:11"
54,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:11"
55,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:11"
56,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:11"
57,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:11"
58,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:11"
59,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:11"
60,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:11"
61,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:11"
62,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:13"
63,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:13"
64,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:13"
65,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:13"
66,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:13"
67,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:13"
68,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
69,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:13"
70,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
71,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:13"
72,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
73,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
74,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:13"
75,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
76,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:13"
77,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
78,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:13"
79,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:13"
80,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:13"
81,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:13"
82,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:13"
83,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
84,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:13"
85,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
86,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:13"
87,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
88,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
89,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:13"
90,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
91,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:13"
92,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
93,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:13"
94,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:13"
95,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
96,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:13"
97,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:13"
98,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
99,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:13"
100,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:13"
101,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:13"
102,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
103,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:13"
104,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:13"
105,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:13"
106,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:13"
107,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
108,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:13"
109,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","A","5/17/26 18:13"
110,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:13"
111,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:13"
112,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:13"
113,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:13"
114,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
115,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
116,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
117,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
118,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
119,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
120,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
121,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
122,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
123,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
124,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
125,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
126,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
127,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
128,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
129,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
130,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
131,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
132,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
133,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
134,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
135,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
136,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
137,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
138,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
139,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
140,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
141,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
142,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
143,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
144,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
145,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
146,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
147,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
148,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
149,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
150,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
151,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
152,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:14"
153,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
154,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
155,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
156,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
157,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
158,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
159,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
160,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
161,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
162,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
163,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
164,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
165,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
166,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
167,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:14"
168,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
169,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
170,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
171,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
172,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
173,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
174,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
175,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
176,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
177,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
178,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
179,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
180,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
181,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
182,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
183,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
184,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
185,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
186,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
187,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
188,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
189,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
190,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
191,"deepseek","problem_1_risk_attitudes","condition_2_loss","A","5/17/26 18:14"
192,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
193,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
194,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
195,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
196,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
197,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
198,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
199,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:14"
200,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
201,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:14"
202,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","A","5/17/26 18:14"
203,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:14"
204,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:14"
205,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:14"
206,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:14"
207,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:14"
208,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
209,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:14"
210,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
211,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:14"
212,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:14"
213,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:14"
214,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:14"
215,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:14"
216,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:15"
217,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:15"
218,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:15"
219,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:15"
220,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:15"
221,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
222,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:15"
223,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:15"
224,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:15"
225,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
226,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
227,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:15"
228,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:15"
229,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:15"
230,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:15"
231,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
232,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:15"
233,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:15"
234,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:15"
235,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
236,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:15"
237,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:15"
238,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:15"
239,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:15"
240,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
241,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
242,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:15"
243,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:15"
244,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:15"
245,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:15"
246,"deepseek","problem_1_risk_attitudes","condition_1_gain","B","5/17/26 18:15"
247,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:15"
248,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:15"
249,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:15"
250,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:15"
251,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
252,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:15"
253,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:15"
254,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:15"
255,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
256,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:15"
257,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:15"
258,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:15"
259,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","A","5/17/26 18:15"
260,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
261,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:15"
262,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:15"
263,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","A","5/17/26 18:15"
264,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:15"
265,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:15"
266,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:15"
267,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:17"
268,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
269,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
270,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
271,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
272,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:17"
273,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
274,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:17"
275,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
276,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
277,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:17"
278,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
279,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
280,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
281,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
282,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:17"
283,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
284,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
285,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
286,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:17"
287,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:17"
288,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
289,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
290,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
291,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
292,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:17"
293,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:17"
294,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:17"
295,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
296,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
297,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:17"
298,"deepseek","problem_3_theater_ticket","condition_2_lost_ticket","B","5/17/26 18:17"
299,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:17"
300,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:17"
301,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
302,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:17"
303,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
304,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
305,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:17"
306,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:17"
307,"deepseek","problem_2_calculator_jacket","condition_1_cheap_calculator","B","5/17/26 18:17"
308,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
309,"deepseek","problem_18_basketball_sunk_cost","condition_2_free_ticket","B","5/17/26 18:17"
310,"deepseek","tent_project_wastefulness","waste","B","5/17/26 18:17"
311,"deepseek","problem_1_risk_attitudes","condition_1_gain","A","5/17/26 18:17"
312,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","B","5/17/26 18:17"
313,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
314,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:17"
315,"deepseek","tent_project_wastefulness","no_waste","B","5/17/26 18:17"
316,"deepseek","problem_1_risk_attitudes","condition_2_loss","B","5/17/26 18:17"
317,"deepseek","problem_2_calculator_jacket","condition_2_expensive_calculator","A","5/17/26 18:17"
318,"deepseek","problem_3_theater_ticket","condition_1_lost_bill","A","5/17/26 18:17"
319,"deepseek","problem_18_basketball_sunk_cost","condition_1_paid_ticket","B","5/17/26 18:17"
